id,price
0,6.161227152645129
1,8.611700212021145
2,9.43793862549918
3,7.798034084759118
4,9.053460635332462
5,8.01201908508594
6,7.044957356039005
7,6.970810896972279
8,6.223057191105089
9,6.682041925383143
10,9.522921362663231
11,7.366254618094756
12,8.494023723118262
13,8.255170488174304
14,6.567122280270544
15,7.154166011524102
16,7.785648589007003
17,6.229701894136324
18,9.353396496336828
19,9.061537482551808
20,6.741261209231262
21,8.931657746105431
22,9.537950574866107
23,6.699352621160005
24,9.183069028218851
25,7.201880333924555
26,7.092477788350311
27,9.664394646616927
28,8.14025074916109
29,8.53908394612672
30,6.777156858845922
31,8.407295220784235
32,8.379051479358957
33,6.182604415873036
34,9.681337416413374
35,8.533551887498628
36,9.048782846947207
37,7.731945014721796
38,9.537342610602616
39,9.667344025864917
40,9.091656212272586
41,8.416763890856531
42,7.105202810492407
43,8.47878570515093
44,7.435476512254481
45,6.314695746271014
46,6.2209033247732695
47,9.600400366408023
48,8.87439590688654
49,8.574773535195497
50,7.553294679876529
51,7.120057606932872
52,7.839099932208278
53,7.76381078697808
54,6.93375143086182
55,6.7641882367312345
56,8.99490544373615
57,9.347245766975732
58,6.693504254615135
59,6.91286822829939
60,7.388286419560378
61,8.404679146107277
62,6.681438140318874
63,7.844386601044809
64,8.00446888829279
65,7.466408947960508
66,9.26172275014781
67,8.049262636893971
68,7.758167222560482
69,8.072202090473242
70,9.561022493986556
71,6.589794055604591
72,6.666007738020622
73,7.951287324876194
74,6.522575408357384
75,6.725884412272372
76,6.568122953374984
77,9.05781459547353
78,6.710614722886744
79,7.5557743772718675
80,7.929865446590332
81,6.66236970545222
82,8.366639250556641
83,6.9004167860802355
84,8.35096032950089
85,6.237052897873884
86,7.233220188408524
87,7.038439032098043
88,7.884994739385872
89,8.31269669760656
90,6.344600612259235
91,8.487685990047101
92,7.1861016699318245
93,6.459052565013719
94,9.299226843023817
95,8.010524937070505
96,6.550360240365532
97,8.056299503495813
98,6.649476478275713
99,6.43081428743877
100,8.82349265130956
101,6.68116228712943
102,6.666007738020622
103,9.339597968029231
104,9.491217689217073
105,8.357350077779309
106,8.43628480543312
107,8.045301539611906
108,6.707158052850823
109,6.328400021455752
110,7.515024275581872
111,8.667971510211563
112,9.702395304058534
113,6.479201488639084
114,7.478605194637826
115,6.442254809999249
116,9.08829490075034
117,7.618615938641027
118,6.79329974458548
119,8.392467580266457
120,7.410420975887656
121,6.459382477113946
122,7.862240434818226
123,8.348712036603093
124,8.432367456206983
125,7.735095387123813
126,6.2108363554083565
127,8.484405684840118
128,8.743640092809688
129,8.388833367028571
130,8.366639250556641
131,6.818855760980171
132,7.939977270384637
133,6.341720073816482
134,6.631322514746056
135,9.50501306831016
136,7.988223411054789
137,7.578325508276051
138,8.134571421164226
139,7.4059238194885895
140,8.530567882568963
141,7.47412584821587
142,8.77121040574168
143,6.956837210109306
144,6.424725404246336
145,8.743640092809688
146,9.702395304058534
147,7.011675768531774
148,6.8909291183255625
149,7.5654450026941955
150,6.68116228712943
151,8.732129791131872
152,7.936019706253818
153,7.59495352953143
154,7.671034954118161
155,7.76381078697808
156,6.086569235726477
157,9.099241799291894
158,6.210725985048895
159,6.85627321693951
160,8.16370744805062
161,6.278236257516599
162,7.848932870560308
163,6.580386505947697
164,7.1022067050310795
165,6.715732768274439
166,8.360711853261586
167,7.986913580112534
168,6.388538376918351
169,8.261239197628226
170,7.51201663017569
171,8.426419798165295
172,8.76739574956396
173,8.497036354167593
174,8.54240076510844
175,7.1461327995694
176,6.153379510998544
177,6.322227261503263
178,7.613149838075099
179,6.874575517779736
180,8.526440573800965
181,6.813012476370859
182,7.03715956249594
183,7.441128398739105
184,8.71458029192467
185,7.138476994712658
186,6.582630077054722
187,8.573474487736952
188,6.07346958088373
189,6.282814795580469
190,6.1594922644263015
191,8.63755392840038
192,7.743868767954002
193,8.02049708283824
194,9.6420918009236
195,9.065364568072754
196,8.229374109445082
197,6.233671283795097
198,7.510670358525151
199,8.56621336245468
200,8.760976655662825
201,6.566970708047659
202,6.228794867346429
203,8.985955576601683
204,8.39106136510293
205,6.738618693397565
206,8.040588584912426
207,6.6598353844617115
208,6.162779629981738
209,9.595122969186184
210,8.615932364175102
211,9.267954125835562
212,8.414212051964732
213,6.641299269027991
214,8.150327557749955
215,7.0348064876142935
216,6.806901186873922
217,7.72217584967783
218,7.461651148318237
219,6.40964688793103
220,6.5279110578175255
221,7.299223266228953
222,8.14025074916109
223,7.551368503392861
224,6.252279869812934
225,9.03443652117257
226,6.42786407643556
227,7.959488761376324
228,6.199877226156928
229,9.671674026970633
230,8.450564078264854
231,8.782052203850464
232,6.692550364909253
233,8.908665828265677
234,8.530383786596403
235,8.74938786112339
236,6.267502616144574
237,9.576786593705528
238,9.278095096133635
239,9.636052082516075
240,6.565636774424979
241,6.981582456808094
242,7.075937296271917
243,7.849618905276534
244,9.193792593756335
245,6.496160598095
246,8.242345546250883
247,8.377997023539672
248,8.173151826334218
249,6.6629628018295275
250,6.692550364909253
251,7.839899753546885
252,6.335913287035535
253,9.442065685268378
254,9.253270648123623
255,8.744167035016885
256,6.756461242927556
257,6.183818614410866
258,9.53988918151058
259,7.618615938641027
260,6.122669868118469
261,8.610374746884755
262,6.049986434873794
263,7.126080175857637
264,8.497036354167593
265,9.247784996996758
266,6.876601457216764
267,8.725933192364987
268,6.903058195789863
269,9.110387679449936
270,8.859394201462422
271,8.809270289993146
272,7.443083033760034
273,6.987529452326279
274,7.435476512254481
275,6.660111237651154
276,7.13278940712217
277,9.536680616532776
278,8.600347753514988
279,9.256113529381137
280,7.478451055560128
281,6.692550364909253
282,7.443083033760034
283,7.126080175857637
284,6.44777758415715
285,6.751862795190816
286,6.6012988501021495
287,6.775129987229333
288,6.496327457090916
289,7.981566845153697
290,6.818855760980171
291,7.53787855928486
292,9.541837230728595
293,6.527143684310136
294,6.649476478275713
